Sample_Origin,Cell_type.refined,Cell_subtype,n_cells,mean_score,median_score,sd_score,score
nLung,T/NK cells,CD4+ Th,3101,0.008665999,0.0,0.040013596,fibroblast
nLung,T/NK cells,CD8 low T,680,0.006846859,0.0,0.03365712,fibroblast
nLung,T/NK cells,Cytotoxic CD8+ T,2041,0.005105715,0.0,0.026802577,fibroblast
nLung,T/NK cells,Exhausted CD8+ T,177,0.00672389,0.0,0.034807812,fibroblast
nLung,T/NK cells,NK,4752,0.00919889,0.0,0.037649,fibroblast
nLung,T/NK cells,Naive CD4+ T,280,0.0062308796,0.0,0.034165896,fibroblast
nLung,T/NK cells,Treg,196,0.012851462,0.0,0.04477251,fibroblast
nLung,T/NK cells,Undetermined,106,0.016458927,0.0,0.06052998,fibroblast
nLung,,,6614,0.014533077,0.0,0.105533704,fibroblast
tL/B,B lymphocytes,Follicular B cells,382,0.005443564,0.0,0.026961245,fibroblast
tL/B,Epithelial cells,Malignant cells,6400,0.120386474,0.0,0.20858796,fibroblast
tL/B,Epithelial cells,,182,0.032534286,0.0,0.12695579,fibroblast
tL/B,Myeloid cells,Monocytes,499,0.004329729,0.0,0.024868213,fibroblast
tL/B,Myeloid cells,Undetermined,195,0.01805648,0.0,0.12221123,fibroblast
tL/B,Myeloid cells,mo-Mac,460,0.037521105,0.0,0.20361647,fibroblast
tL/B,T/NK cells,CD4+ Th,252,0.011002337,0.0,0.039533824,fibroblast
tL/B,T/NK cells,CD8 low T,342,0.0044588414,0.0,0.024494894,fibroblast
tL/B,T/NK cells,Cytotoxic CD8+ T,290,0.0028681953,0.0,0.022885246,fibroblast
tL/B,T/NK cells,Exhausted CD8+ T,397,0.014284382,0.0,0.059504494,fibroblast
tL/B,T/NK cells,NK,406,0.0027316145,0.0,0.019290853,fibroblast
tL/B,T/NK cells,Naive CD4+ T,410,0.003043085,0.0,0.020337395,fibroblast
tL/B,T/NK cells,Naive CD8+ T,105,0.009241963,0.0,0.03474611,fibroblast
tL/B,T/NK cells,Treg,346,0.014023209,0.0,0.046883702,fibroblast
tL/B,,,963,0.006502473,0.0,0.03464307,fibroblast
tLung,B lymphocytes,Follicular B cells,3580,0.019674355,0.0,0.057999123,fibroblast
tLung,B lymphocytes,MALT B cells,1126,0.078235604,0.0,0.13067795,fibroblast
tLung,B lymphocytes,Plasma cells,314,0.02770597,0.0,0.06602299,fibroblast
tLung,B lymphocytes,Undetermined,130,0.02941606,0.0,0.06666194,fibroblast
tLung,Endothelial cells,Stalk-like ECs,103,0.006729584,0.0,0.029938828,fibroblast
tLung,Endothelial cells,Tip-like ECs,168,0.016161026,0.0,0.06011104,fibroblast
tLung,Endothelial cells,Tumor ECs,274,0.052619297,0.0,0.09993986,fibroblast
tLung,Epithelial cells,tS1,3270,0.057183992,0.0,0.11432271,fibroblast
tLung,Epithelial cells,tS2,3018,0.27529415,0.21972246,0.26967058,fibroblast
tLung,Epithelial cells,,918,0.05261094,0.0,0.11323106,fibroblast
tLung,Fibroblasts,COL13A1+ matrix FBs,703,2.5563812,2.493071,0.7429065,fibroblast
tLung,Fibroblasts,COL14A1+ matrix FBs,390,3.6662564,3.7538497,0.8510093,fibroblast
tLung,Fibroblasts,Myofibroblasts,245,3.6937428,3.8094573,0.91806227,fibroblast
tLung,Fibroblasts,Smooth muscle cells,139,1.24191,1.1634222,0.66987,fibroblast
tLung,Fibroblasts,Undetermined,111,1.6536366,1.3831447,0.9923766,fibroblast
tLung,MAST cells,MAST,1809,0.013475916,0.0,0.04808644,fibroblast
tLung,Myeloid cells,Activated DCs,154,0.04801606,0.0,0.10448477,fibroblast
tLung,Myeloid cells,Alveolar Mac,1324,0.019686589,0.0,0.061455514,fibroblast
tLung,Myeloid cells,CD163+CD14+ DCs,660,0.07454657,0.0,0.123386696,fibroblast
tLung,Myeloid cells,CD1c+ DCs,528,0.035584003,0.0,0.08926246,fibroblast
tLung,Myeloid cells,Monocytes,639,0.013831463,0.0,0.050703127,fibroblast
tLung,Myeloid cells,Undetermined,484,0.021627845,0.0,0.062435657,fibroblast
tLung,Myeloid cells,mo-Mac,4678,0.035854373,0.0,0.09244184,fibroblast
tLung,Myeloid cells,pDCs,116,0.013844973,0.0,0.04356144,fibroblast
tLung,T/NK cells,CD4+ Th,3572,0.017840942,0.0,0.053520326,fibroblast
tLung,T/NK cells,CD8 low T,785,0.0126717705,0.0,0.04459996,fibroblast
tLung,T/NK cells,CD8+/CD4+ Mixed Th,2464,0.03561288,0.0,0.07325739,fibroblast
tLung,T/NK cells,Cytotoxic CD8+ T,418,0.017965421,0.0,0.052661374,fibroblast
tLung,T/NK cells,Exhausted CD8+ T,1762,0.011198917,0.0,0.041223753,fibroblast
tLung,T/NK cells,Exhausted Tfh,385,0.01245323,0.0,0.0492194,fibroblast
tLung,T/NK cells,NK,739,0.018854687,0.0,0.05607343,fibroblast
tLung,T/NK cells,Naive CD4+ T,1743,0.015768973,0.0,0.04840664,fibroblast
tLung,T/NK cells,Naive CD8+ T,203,0.0116093615,0.0,0.04089255,fibroblast
tLung,T/NK cells,Treg,1608,0.018602418,0.0,0.056410383,fibroblast
tLung,T/NK cells,Undetermined,262,0.023990221,0.0,0.07913655,fibroblast
tLung,,,5742,0.023459487,0.0,0.07081031,fibroblast
PE,B lymphocytes,Follicular B cells,3019,0.0008534028,0.0,0.011114013,at2_mature
PE,B lymphocytes,MALT B cells,109,0.005087319,0.0,0.026185144,at2_mature
PE,B lymphocytes,Undetermined,152,0.0,0.0,0.0,at2_mature
PE,Epithelial cells,,396,0.13514057,0.0,0.31240466,at2_mature
PE,Myeloid cells,Pleural Mac,2713,0.003840216,0.0,0.025729086,at2_mature
PE,Myeloid cells,Undetermined,142,0.0034998686,0.0,0.024549102,at2_mature
PE,T/NK cells,CD8 low T,1691,0.0027533202,0.0,0.019618232,at2_mature
PE,T/NK cells,Cytotoxic CD8+ T,149,0.007057041,0.0,0.03248349,at2_mature
PE,T/NK cells,Exhausted CD8+ T,438,0.0022155389,0.0,0.017404651,at2_mature
PE,T/NK cells,NK,517,0.0013407102,0.0,0.013580173,at2_mature
PE,T/NK cells,Naive CD4+ T,4365,0.0032951848,0.0,0.021407997,at2_mature
PE,T/NK cells,Naive CD8+ T,1418,0.0021102335,0.0,0.0181105,at2_mature
PE,T/NK cells,Treg,519,0.0016026525,0.0,0.014833417,at2_mature
PE,,,4368,0.0029306368,0.0,0.020349337,at2_mature
mBrain,B lymphocytes,Follicular B cells,675,0.41709644,0.5129899,0.41694763,at2_mature
mBrain,B lymphocytes,MALT B cells,326,0.15249611,0.0,0.40917867,at2_mature
mBrain,B lymphocytes,Plasma cells,299,1.0144057,1.0858691,0.53304225,at2_mature
mBrain,Endothelial cells,Tumor ECs,155,0.080314845,0.0,0.18887816,at2_mature
mBrain,Epithelial cells,Malignant cells,15423,0.34828234,0.0,0.7877615,at2_mature
mBrain,Fibroblasts,FB-like cells,200,0.053464204,0.0,0.18945317,at2_mature
mBrain,Fibroblasts,Pericytes,217,0.041273426,0.0,0.16367975,at2_mature
mBrain,MAST cells,MAST,508,0.6939764,0.7475339,0.35514277,at2_mature
mBrain,Myeloid cells,Alveolar Mac,133,0.03579334,0.0,0.08461978,at2_mature
mBrain,Myeloid cells,CD163+CD14+ DCs,177,0.07211137,0.0,0.26384094,at2_mature
mBrain,Myeloid cells,Microglia/Mac,563,0.0014774008,0.0,0.014247423,at2_mature
mBrain,Myeloid cells,Monocytes,251,0.07004389,0.0,0.23733097,at2_mature
mBrain,Myeloid cells,Undetermined,445,0.19623977,0.0,0.39184225,at2_mature
mBrain,Myeloid cells,mo-Mac,3942,0.10294683,0.0,0.28996015,at2_mature
mBrain,T/NK cells,CD4+ Th,340,0.017107086,0.0,0.10617092,at2_mature
mBrain,T/NK cells,CD8 low T,146,0.10721756,0.0,0.2669998,at2_mature
mBrain,T/NK cells,Exhausted CD8+ T,364,0.06449327,0.0,0.2108925,at2_mature
mBrain,T/NK cells,NK,306,0.02319632,0.0,0.13085763,at2_mature
mBrain,T/NK cells,Naive CD4+ T,259,0.13417684,0.0,0.28807417,at2_mature
mBrain,T/NK cells,Treg,348,0.112273656,0.0,0.27857605,at2_mature
mBrain,T/NK cells,Undetermined,801,0.7596395,0.75683796,0.25587794,at2_mature
mBrain,,,2835,0.24640551,0.0,0.37624073,at2_mature
mLN,B lymphocytes,Follicular B cells,5119,0.0028839433,0.0,0.020249626,at2_mature
mLN,B lymphocytes,GC B cells in the DZ,233,0.01070957,0.0,0.03926252,at2_mature
mLN,B lymphocytes,GC B cells in the LZ,149,0.0037215955,0.0,0.022482544,at2_mature
mLN,B lymphocytes,MALT B cells,208,0.019328143,0.0,0.051849555,at2_mature
mLN,B lymphocytes,Undetermined,270,0.007188193,0.0,0.033033665,at2_mature
mLN,Epithelial cells,Malignant cells,2961,0.42082092,0.13862944,0.58365077,at2_mature
mLN,Myeloid cells,CD163+CD14+ DCs,133,0.043954834,0.0,0.08344281,at2_mature
mLN,Myeloid cells,Monocytes,563,0.007633237,0.0,0.031649712,at2_mature
mLN,Myeloid cells,Undetermined,545,0.008946031,0.0,0.035039857,at2_mature
mLN,Myeloid cells,mo-Mac,3841,0.012619885,0.0,0.044434328,at2_mature
mLN,T/NK cells,CD4+ Th,491,0.010164277,0.0,0.03724059,at2_mature
mLN,T/NK cells,CD8 low T,361,0.0052168304,0.0,0.030276075,at2_mature
mLN,T/NK cells,Cytotoxic CD8+ T,244,0.011127264,0.0,0.03870289,at2_mature
mLN,T/NK cells,Exhausted CD8+ T,492,0.0093461955,0.0,0.036900233,at2_mature
mLN,T/NK cells,NK,721,0.010879807,0.0,0.04103032,at2_mature
mLN,T/NK cells,Naive CD4+ T,1757,0.007666825,0.0,0.033680495,at2_mature
mLN,T/NK cells,Naive CD8+ T,231,0.0024005098,0.0,0.018122932,at2_mature
mLN,T/NK cells,Treg,633,0.009582489,0.0,0.03720139,at2_mature
mLN,T/NK cells,Undetermined,109,0.021837221,0.0,0.05709541,at2_mature
mLN,,,1819,0.009507807,0.0,0.03546465,at2_mature
nLN,B lymphocytes,Follicular B cells,8982,0.00032673957,0.0,0.007011556,at2_mature
nLN,B lymphocytes,GC B cells in the DZ,169,0.001640585,0.0,0.015035944,at2_mature
nLN,B lymphocytes,GC B cells in the LZ,132,0.0,0.0,0.0,at2_mature
nLN,B lymphocytes,MALT B cells,525,0.007174384,0.0,0.031826347,at2_mature
nLN,B lymphocytes,Plasma cells,488,0.0017044602,0.0,0.015292561,at2_mature
nLN,B lymphocytes,Undetermined,276,0.0015068417,0.0,0.014400465,at2_mature
nLN,Myeloid cells,Activated DCs,122,0.30739808,0.32188758,0.16230375,at2_mature
nLN,Myeloid cells,CD1c+ DCs,181,0.017544582,0.0,0.054680504,at2_mature
nLN,Myeloid cells,Undetermined,868,0.010645875,0.0,0.045618445,at2_mature
nLN,T/NK cells,CD4+ Th,1159,0.0007176675,0.0,0.009952902,at2_mature
nLN,T/NK cells,CD8 low T,921,0.001354685,0.0,0.013644273,at2_mature
nLN,T/NK cells,Cytotoxic CD8+ T,185,0.0007493483,0.0,0.010192239,at2_mature
nLN,T/NK cells,Exhausted CD8+ T,168,0.0016503504,0.0,0.015080357,at2_mature
nLN,T/NK cells,NK,307,0.0022578083,0.0,0.017575756,at2_mature
nLN,T/NK cells,Naive CD4+ T,13713,0.0009882378,0.0,0.011829222,at2_mature
nLN,T/NK cells,Naive CD8+ T,1317,0.001429974,0.0,0.014487243,at2_mature
nLN,T/NK cells,Treg,1516,0.0028503095,0.0,0.020267956,at2_mature
nLN,T/NK cells,Undetermined,139,0.0065674074,0.0,0.031665526,at2_mature
nLN,,,6096,0.001271789,0.0,0.013759922,at2_mature
nLung,B lymphocytes,Follicular B cells,332,0.19183294,0.13862944,0.17708234,at2_mature
nLung,B lymphocytes,GrB-secreting B cells,186,0.26053327,0.27725887,0.20340064,at2_mature
nLung,Endothelial cells,Lymphatic ECs,207,0.20557152,0.13862944,0.16348538,at2_mature
nLung,Endothelial cells,Stalk-like ECs,322,0.19225945,0.13862944,0.17834784,at2_mature
nLung,Endothelial cells,Tip-like ECs,654,0.19109292,0.13862944,0.16465034,at2_mature
nLung,Epithelial cells,AT1,530,0.34771466,0.21972246,0.72246295,at2_mature
nLung,Epithelial cells,AT2,2020,3.9163463,4.0395164,0.76359147,at2_mature
nLung,Epithelial cells,Ciliated,654,0.30912685,0.21972246,0.30543494,at2_mature
nLung,Epithelial cells,Club,439,0.53764147,0.3583519,0.6266296,at2_mature
nLung,Fibroblasts,COL13A1+ matrix FBs,259,0.20323248,0.13862944,0.26765144,at2_mature
nLung,Fibroblasts,COL14A1+ matrix FBs,1078,0.26128286,0.21972246,0.35106388,at2_mature
nLung,Fibroblasts,Undetermined,122,0.19641614,0.13862944,0.19157371,at2_mature
nLung,MAST cells,MAST,1079,0.19677398,0.13862944,0.17521174,at2_mature
nLung,Myeloid cells,Alveolar Mac,12211,0.47163257,0.4158883,0.30227447,at2_mature
nLung,Myeloid cells,CD141+ DCs,101,0.29862368,0.27725887,0.24137162,at2_mature
nLung,Myeloid cells,CD163+CD14+ DCs,143,0.36283252,0.32188758,0.26194727,at2_mature
nLung,Myeloid cells,CD1c+ DCs,880,0.2865672,0.27725887,0.21919219,at2_mature
nLung,Myeloid cells,Monocytes,2319,0.23453118,0.21972246,0.1895521,at2_mature
nLung,Myeloid cells,mo-Mac,808,0.254549,0.21972246,0.21568076,at2_mature
nLung,T/NK cells,CD4+ Th,3101,0.19642955,0.13862944,0.16631094,at2_mature
nLung,T/NK cells,CD8 low T,680,0.18366371,0.13862944,0.15357395,at2_mature
nLung,T/NK cells,Cytotoxic CD8+ T,2041,0.20819826,0.21972246,0.17178524,at2_mature
nLung,T/NK cells,Exhausted CD8+ T,177,0.21938318,0.21972246,0.1771469,at2_mature
nLung,T/NK cells,NK,4752,0.18900515,0.13862944,0.15523738,at2_mature
nLung,T/NK cells,Naive CD4+ T,280,0.17897168,0.13862944,0.15163258,at2_mature
nLung,T/NK cells,Treg,196,0.19106072,0.13862944,0.1678706,at2_mature
nLung,T/NK cells,Undetermined,106,0.35033736,0.32188758,0.27408507,at2_mature
nLung,,,6614,0.19334531,0.13862944,0.16256948,at2_mature
tL/B,B lymphocytes,Follicular B cells,382,0.0029032342,0.0,0.0198766,at2_mature
tL/B,Epithelial cells,Malignant cells,6400,0.058001403,0.0,0.18237458,at2_mature
tL/B,Epithelial cells,,182,0.04361972,0.0,0.3161416,at2_mature
tL/B,Myeloid cells,Monocytes,499,0.0021072128,0.0,0.018001057,at2_mature
tL/B,Myeloid cells,Undetermined,195,0.003554601,0.0,0.021968434,at2_mature
tL/B,Myeloid cells,mo-Mac,460,0.016148811,0.0,0.04678165,at2_mature
tL/B,T/NK cells,CD4+ Th,252,0.0038508177,0.0,0.022827081,at2_mature
tL/B,T/NK cells,CD8 low T,342,0.003648143,0.0,0.022223301,at2_mature
tL/B,T/NK cells,Cytotoxic CD8+ T,290,0.0012356961,0.0,0.015232145,at2_mature
tL/B,T/NK cells,Exhausted CD8+ T,397,0.006634658,0.0,0.031225197,at2_mature
tL/B,T/NK cells,NK,406,0.0017072591,0.0,0.01530813,at2_mature
tL/B,T/NK cells,Naive CD4+ T,410,0.004733688,0.0,0.027006416,at2_mature
tL/B,T/NK cells,Naive CD8+ T,105,0.0013202804,0.0,0.013528848,at2_mature
tL/B,T/NK cells,Treg,346,0.007846972,0.0,0.03452936,at2_mature
tL/B,,,963,0.0036831037,0.0,0.022716949,at2_mature
tLung,B lymphocytes,Follicular B cells,3580,0.08018818,0.0,0.102058485,at2_mature
tLung,B lymphocytes,MALT B cells,1126,0.27788857,0.27725887,0.19509628,at2_mature
tLung,B lymphocytes,Plasma cells,314,0.10446978,0.13862944,0.12502712,at2_mature
tLung,B lymphocytes,Undetermined,130,0.13917652,0.13862944,0.123603,at2_mature
tLung,Endothelial cells,Stalk-like ECs,103,0.21634246,0.21972246,0.1845305,at2_mature
tLung,Endothelial cells,Tip-like ECs,168,0.17010877,0.13862944,0.18122818,at2_mature
tLung,Endothelial cells,Tumor ECs,274,0.15473953,0.13862944,0.15702301,at2_mature
tLung,Epithelial cells,tS1,3270,1.4657117,1.4722711,0.87133825,at2_mature
tLung,Epithelial cells,tS2,3018,0.600028,0.27725887,0.7353245,at2_mature
tLung,Epithelial cells,,918,2.59398,2.986941,1.7410873,at2_mature
tLung,Fibroblasts,COL13A1+ matrix FBs,703,0.1274397,0.13862944,0.13821952,at2_mature
tLung,Fibroblasts,COL14A1+ matrix FBs,390,0.11498414,0.13862944,0.13101114,at2_mature
tLung,Fibroblasts,Myofibroblasts,245,0.07249148,0.0,0.11489619,at2_mature
tLung,Fibroblasts,Smooth muscle cells,139,0.10299099,0.13862944,0.12124994,at2_mature
tLung,Fibroblasts,Undetermined,111,0.10009899,0.0,0.12730268,at2_mature
tLung,MAST cells,MAST,1809,0.10543893,0.13862944,0.12382933,at2_mature
tLung,Myeloid cells,Activated DCs,154,0.56000316,0.57807434,0.20920406,at2_mature
tLung,Myeloid cells,Alveolar Mac,1324,0.38840395,0.38918203,0.22972128,at2_mature
tLung,Myeloid cells,CD163+CD14+ DCs,660,0.17711909,0.13862944,0.17120574,at2_mature
tLung,Myeloid cells,CD1c+ DCs,528,0.2327389,0.21972246,0.1914839,at2_mature
tLung,Myeloid cells,Monocytes,639,0.12792708,0.13862944,0.13250136,at2_mature
tLung,Myeloid cells,Undetermined,484,0.076299846,0.0,0.12893473,at2_mature
tLung,Myeloid cells,mo-Mac,4678,0.18776698,0.13862944,0.19557601,at2_mature
tLung,Myeloid cells,pDCs,116,0.118701674,0.13862944,0.13961178,at2_mature
tLung,T/NK cells,CD4+ Th,3572,0.098838985,0.0,0.122723445,at2_mature
tLung,T/NK cells,CD8 low T,785,0.07539867,0.0,0.102747776,at2_mature
tLung,T/NK cells,CD8+/CD4+ Mixed Th,2464,0.08432166,0.0,0.10047237,at2_mature
tLung,T/NK cells,Cytotoxic CD8+ T,418,0.0853845,0.0,0.10620309,at2_mature
tLung,T/NK cells,Exhausted CD8+ T,1762,0.08460264,0.0,0.11319618,at2_mature
tLung,T/NK cells,Exhausted Tfh,385,0.06830623,0.0,0.09339346,at2_mature
tLung,T/NK cells,NK,739,0.106503665,0.13862944,0.12519795,at2_mature
tLung,T/NK cells,Naive CD4+ T,1743,0.07782748,0.0,0.10213359,at2_mature
tLung,T/NK cells,Naive CD8+ T,203,0.07764563,0.0,0.09910662,at2_mature
tLung,T/NK cells,Treg,1608,0.09021041,0.0,0.11497707,at2_mature
tLung,T/NK cells,Undetermined,262,0.1373197,0.13862944,0.13903952,at2_mature
tLung,,,5742,0.090842016,0.0,0.1124046,at2_mature
PE,B lymphocytes,Follicular B cells,3019,0.0140771065,0.0,0.04005516,epithelial_progenitor_like
PE,B lymphocytes,MALT B cells,109,0.094941884,0.099021025,0.09362391,epithelial_progenitor_like
PE,B lymphocytes,Undetermined,152,0.027742147,0.0,0.05558495,epithelial_progenitor_like
PE,Epithelial cells,,396,2.060405,1.8890128,1.2452128,epithelial_progenitor_like
PE,Myeloid cells,Pleural Mac,2713,0.03827504,0.0,0.07081001,epithelial_progenitor_like
PE,Myeloid cells,Undetermined,142,0.021446342,0.0,0.056705322,epithelial_progenitor_like
PE,T/NK cells,CD8 low T,1691,0.022609955,0.0,0.049280662,epithelial_progenitor_like
PE,T/NK cells,Cytotoxic CD8+ T,149,0.022043757,0.0,0.04431348,epithelial_progenitor_like
PE,T/NK cells,Exhausted CD8+ T,438,0.028639164,0.0,0.054551218,epithelial_progenitor_like
PE,T/NK cells,NK,517,0.026416743,0.0,0.053259354,epithelial_progenitor_like
PE,T/NK cells,Naive CD4+ T,4365,0.019899687,0.0,0.045712758,epithelial_progenitor_like
PE,T/NK cells,Naive CD8+ T,1418,0.016580407,0.0,0.044752177,epithelial_progenitor_like
PE,T/NK cells,Treg,519,0.015630595,0.0,0.04217485,epithelial_progenitor_like
PE,,,4368,0.0225007,0.0,0.052280873,epithelial_progenitor_like
mBrain,B lymphocytes,Follicular B cells,675,0.059033662,0.0,0.10317979,epithelial_progenitor_like
mBrain,B lymphocytes,MALT B cells,326,0.13282363,0.099021025,0.16010363,epithelial_progenitor_like
mBrain,B lymphocytes,Plasma cells,299,0.1462058,0.099021025,0.14223577,epithelial_progenitor_like
mBrain,Endothelial cells,Tumor ECs,155,0.24480416,0.19804205,0.25921246,epithelial_progenitor_like
mBrain,Epithelial cells,Malignant cells,15423,1.7725946,1.7350069,0.96114933,epithelial_progenitor_like
mBrain,Fibroblasts,FB-like cells,200,0.27851692,0.19804205,0.22299112,epithelial_progenitor_like
mBrain,Fibroblasts,Pericytes,217,0.2175324,0.15694462,0.310073,epithelial_progenitor_like
mBrain,MAST cells,MAST,508,0.08028757,0.099021025,0.10845977,epithelial_progenitor_like
mBrain,Myeloid cells,Alveolar Mac,133,0.22111015,0.19804205,0.19153377,epithelial_progenitor_like
mBrain,Myeloid cells,CD163+CD14+ DCs,177,0.14145355,0.099021025,0.16914435,epithelial_progenitor_like
mBrain,Myeloid cells,Microglia/Mac,563,0.2539799,0.19804205,0.16996394,epithelial_progenitor_like
mBrain,Myeloid cells,Monocytes,251,0.057702944,0.0,0.09651974,epithelial_progenitor_like
mBrain,Myeloid cells,Undetermined,445,0.07462011,0.0,0.1668954,epithelial_progenitor_like
mBrain,Myeloid cells,mo-Mac,3942,0.108692594,0.099021025,0.17771733,epithelial_progenitor_like
mBrain,T/NK cells,CD4+ Th,340,0.08004155,0.0,0.13920268,epithelial_progenitor_like
mBrain,T/NK cells,CD8 low T,146,0.06647943,0.0,0.10745158,epithelial_progenitor_like
mBrain,T/NK cells,Exhausted CD8+ T,364,0.07028876,0.0,0.11531062,epithelial_progenitor_like
mBrain,T/NK cells,NK,306,0.042422537,0.0,0.09594186,epithelial_progenitor_like
mBrain,T/NK cells,Naive CD4+ T,259,0.048021186,0.0,0.0808747,epithelial_progenitor_like
mBrain,T/NK cells,Treg,348,0.077455685,0.0,0.11841054,epithelial_progenitor_like
mBrain,T/NK cells,Undetermined,801,0.05816727,0.0,0.08225208,epithelial_progenitor_like
mBrain,,,2835,0.0642427,0.0,0.1279057,epithelial_progenitor_like
mLN,B lymphocytes,Follicular B cells,5119,0.015302766,0.0,0.04311766,epithelial_progenitor_like
mLN,B lymphocytes,GC B cells in the DZ,233,0.019372832,0.0,0.045397446,epithelial_progenitor_like
mLN,B lymphocytes,GC B cells in the LZ,149,0.015285124,0.0,0.039415304,epithelial_progenitor_like
mLN,B lymphocytes,MALT B cells,208,0.07355711,0.0,0.095808454,epithelial_progenitor_like
mLN,B lymphocytes,Undetermined,270,0.028087117,0.0,0.05720878,epithelial_progenitor_like
mLN,Epithelial cells,Malignant cells,2961,1.9406726,2.124757,1.2065806,epithelial_progenitor_like
mLN,Myeloid cells,CD163+CD14+ DCs,133,0.13230081,0.099021025,0.15958562,epithelial_progenitor_like
mLN,Myeloid cells,Monocytes,563,0.045844622,0.0,0.080032006,epithelial_progenitor_like
mLN,Myeloid cells,Undetermined,545,0.04276901,0.0,0.07561914,epithelial_progenitor_like
mLN,Myeloid cells,mo-Mac,3841,0.088111095,0.099021025,0.11364898,epithelial_progenitor_like
mLN,T/NK cells,CD4+ Th,491,0.025848633,0.0,0.05965105,epithelial_progenitor_like
mLN,T/NK cells,CD8 low T,361,0.023615483,0.0,0.049296044,epithelial_progenitor_like
mLN,T/NK cells,Cytotoxic CD8+ T,244,0.03236644,0.0,0.061194867,epithelial_progenitor_like
mLN,T/NK cells,Exhausted CD8+ T,492,0.027945187,0.0,0.06750531,epithelial_progenitor_like
mLN,T/NK cells,NK,721,0.036672052,0.0,0.06482906,epithelial_progenitor_like
mLN,T/NK cells,Naive CD4+ T,1757,0.020360157,0.0,0.047023702,epithelial_progenitor_like
mLN,T/NK cells,Naive CD8+ T,231,0.016717836,0.0,0.04351422,epithelial_progenitor_like
mLN,T/NK cells,Treg,633,0.025825989,0.0,0.0548668,epithelial_progenitor_like
mLN,T/NK cells,Undetermined,109,0.031950112,0.0,0.06849537,epithelial_progenitor_like
mLN,,,1819,0.033105843,0.0,0.07993167,epithelial_progenitor_like
nLN,B lymphocytes,Follicular B cells,8982,0.0013955213,0.0,0.011716052,epithelial_progenitor_like
nLN,B lymphocytes,GC B cells in the DZ,169,0.0038582825,0.0,0.023241993,epithelial_progenitor_like
nLN,B lymphocytes,GC B cells in the LZ,132,0.00075015926,0.0,0.008618674,epithelial_progenitor_like
nLN,B lymphocytes,MALT B cells,525,0.020219397,0.0,0.048688624,epithelial_progenitor_like
nLN,B lymphocytes,Plasma cells,488,0.0038055906,0.0,0.021975406,epithelial_progenitor_like
